package,ecosystem,severity,cve,ghsa,summary,publishedAt,updatedAt,firstPatchedVersion,vulnerableVersionRange
io.undertow:undertow-core,MAVEN,HIGH,CVE-2019-10212,GHSA-8vh8-vc28-m2hf,Potential to access user credentials from the log files when debug logging enabled,2019-11-20 01:33:54,2019-11-20 01:33:54,2.0.20,< 2.0.20
magento/community-edition,COMPOSER,HIGH,CVE-2016-6485,GHSA-h7qw-mxrm-c6h2,Unauthenticated crypto and weak IV in Magento\Framework\Encryption,2019-11-20 01:33:05,2019-11-20 01:33:05,2.2.6,">= 2.0, < 2.2.6"
limnoria,PIP,HIGH,CVE-2019-19010,GHSA-6g88-vr3v-76mf,Eval injection in Supybot/Limnoria,2019-11-20 01:31:31,2019-11-20 01:32:24,2019.11.09,< 2019.11.09
symfony/symfony,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,4.2.7,">= 4.2.0, < 4.2.7"
symfony/symfony,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,4.1.12,">= 4.0.0, < 4.1.12"
symfony/symfony,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,3.4.26,">= 3.0.0, < 3.4.26"
symfony/symfony,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,2.8.50,">= 2.8.0, < 2.8.50"
symfony/symfony,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,2.7.51,">= 2.7.0, < 2.7.51"
symfony/proxy-manager-bridge,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,4.2.7,">= 4.2.0, < 4.2.7"
symfony/proxy-manager-bridge,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,4.1.12,">= 4.0.0, < 4.1.12"
symfony/proxy-manager-bridge,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,3.4.26,">= 3.0.0, < 3.4.26"
symfony/proxy-manager-bridge,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,2.8.50,">= 2.8.0, < 2.8.50"
symfony/proxy-manager-bridge,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,2.7.51,">= 2.7.0, < 2.7.51"
symfony/dependency-injection,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,4.2.7,">= 4.2.0, < 4.2.7"
symfony/dependency-injection,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,4.1.12,">= 4.0.0, < 4.1.12"
symfony/dependency-injection,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,3.4.26,">= 3.0.0, < 3.4.26"
symfony/dependency-injection,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,2.8.50,">= 2.8.0, < 2.8.50"
symfony/dependency-injection,COMPOSER,CRITICAL,CVE-2019-10910,GHSA-pgwj-prpq-jpc2,Check service IDs are valid,2019-11-18 17:27:31,2019-12-01 18:00:48,2.7.51,">= 2.7.0, < 2.7.51"
org.apache.tapestry:tapestry-core,MAVEN,MODERATE,CVE-2019-0207,GHSA-89r3-rcpj-h7w6,Path traversal attack on Windows platforms,2019-11-18 17:19:03,2020-06-01 19:31:11,5.4.5,">= 5.4.0, < 5.4.5"
DotNetNuke.Core,NUGET,MODERATE,CVE-2019-12562,GHSA-5whq-j5qg-wjvp,XSS found in DNN (DotNetNuke),2019-11-18 17:16:06,2019-11-18 17:24:32,9.4.0,< 9.4.0
slpjs,NPM,CRITICAL,CVE-2019-16762,GHSA-425c-ccf3-3jrr,Critical severity vulnerability that affects slpjs,2019-11-15 23:10:35,2021-01-08 19:58:00,0.21.4,< 0.21.4
slp-validate,NPM,CRITICAL,CVE-2019-16761,GHSA-wmx6-vxcf-c3gr,Validation Bypass in slp-validate,2019-11-15 23:10:19,2021-01-08 20:11:32,1.0.1,= 1.0.0
rack-cors,RUBYGEMS,MODERATE,CVE-2019-18978,GHSA-pf8f-w267-mq2h,The rack-cors rubygem may allow directory traveral,2019-11-15 20:26:59,2020-02-10 23:47:58,1.0.4,< 1.0.4
json-jwt,RUBYGEMS,HIGH,CVE-2019-18848,GHSA-cff7-6h4q-q5pj,Lacked element count during splitting of JWE string,2019-11-14 15:25:51,2020-10-06 19:04:36,1.11.0,< 1.11.0
com.fasterxml.jackson.core:jackson-databind,MAVEN,CRITICAL,CVE-2019-17531,GHSA-gjmw-vf9h-g25v,Polymorphic typing issue,2019-11-13 00:32:38,2020-07-27 14:16:37,2.9.10.1,< 2.9.10.1
com.fasterxml.jackson.core:jackson-databind,MAVEN,MODERATE,CVE-2019-16943,GHSA-fmmc-742q-jg75,Polymorphic typing issue,2019-11-13 00:32:27,2020-07-27 14:20:28,2.9.10.1,< 2.9.10.1
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12617,GHSA-6r58-4xgr-gm6m,Access escalation for CMS users with limited access through permission cache pollution,2019-11-12 23:01:59,2019-11-13 17:02:26,4.4.4,">= 4.4.0, < 4.4.4"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12617,GHSA-6r58-4xgr-gm6m,Access escalation for CMS users with limited access through permission cache pollution,2019-11-12 23:01:59,2019-11-13 17:02:26,4.3.6,">= 4.0.0, < 4.3.6"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12245,GHSA-jvx5-rm6q-gx7p,Incorrect access control for protected files uploaded via Upload::loadIntoFile(),2019-11-12 23:01:50,2019-11-13 17:02:04,4.4.4,">= 4.4.0, < 4.4.4"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12245,GHSA-jvx5-rm6q-gx7p,Incorrect access control for protected files uploaded via Upload::loadIntoFile(),2019-11-12 23:01:50,2019-11-13 17:02:04,4.3.6,">= 4.0.0, < 4.3.6"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12245,GHSA-jvx5-rm6q-gx7p,Incorrect access control for protected files uploaded via Upload::loadIntoFile(),2019-11-12 23:01:50,2019-11-13 17:02:04,3.7.4,">= 3.7.0, < 3.7.4"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12245,GHSA-jvx5-rm6q-gx7p,Incorrect access control for protected files uploaded via Upload::loadIntoFile(),2019-11-12 23:01:50,2019-11-13 17:02:04,3.6.8,< 3.6.8
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12203,GHSA-w7r7-r8r9-vrg2,Moderate severity vulnerability that affects silverstripe/framework,2019-11-12 23:01:39,2019-11-12 23:01:39,4.4.4,">= 4.4.0, < 4.4.4"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12203,GHSA-w7r7-r8r9-vrg2,Moderate severity vulnerability that affects silverstripe/framework,2019-11-12 23:01:39,2019-11-12 23:01:39,4.3.6,">= 4.0.0, < 4.3.6"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12203,GHSA-w7r7-r8r9-vrg2,Moderate severity vulnerability that affects silverstripe/framework,2019-11-12 23:01:39,2019-11-12 23:01:39,3.7.4,">= 3.7.0, < 3.7.4"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12203,GHSA-w7r7-r8r9-vrg2,Moderate severity vulnerability that affects silverstripe/framework,2019-11-12 23:01:39,2019-11-12 23:01:39,3.6.8,< 3.6.8
silverstripe/cms,COMPOSER,MODERATE,CVE-2019-12204,GHSA-cg8j-8w52-735v,Moderate severity vulnerability that affects silverstripe/cms and silverstripe/framework,2019-11-12 23:01:25,2019-11-12 23:01:25,4.4.4,">= 4.4.0, < 4.4.4"
silverstripe/cms,COMPOSER,MODERATE,CVE-2019-12204,GHSA-cg8j-8w52-735v,Moderate severity vulnerability that affects silverstripe/cms and silverstripe/framework,2019-11-12 23:01:25,2019-11-12 23:01:25,4.3.6,< 4.3.6
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12204,GHSA-cg8j-8w52-735v,Moderate severity vulnerability that affects silverstripe/cms and silverstripe/framework,2019-11-12 23:01:25,2019-11-12 23:01:25,4.4.4,">= 4.4.0, < 4.4.4"
silverstripe/framework,COMPOSER,MODERATE,CVE-2019-12204,GHSA-cg8j-8w52-735v,Moderate severity vulnerability that affects silverstripe/cms and silverstripe/framework,2019-11-12 23:01:25,2019-11-12 23:01:25,4.3.6,< 4.3.6
symfony/symfony,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,4.2.7,">= 4.2.0, < 4.2.7"
symfony/symfony,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,4.1.12,">= 4.0.0, < 4.1.12"
symfony/symfony,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,3.4.26,">= 3.0.0, < 3.4.26"
symfony/symfony,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,2.8.50,">= 2.8.0, < 2.8.50"
symfony/symfony,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,2.7.51,">= 2.7.0, < 2.7.51"
symfony/framework-bundle,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,4.2.7,">= 4.2.0, < 4.2.7"
symfony/framework-bundle,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,4.1.12,">= 4.0.0, < 4.1.12"
symfony/framework-bundle,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,3.4.26,">= 3.0.0, < 3.4.26"
symfony/framework-bundle,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,2.8.50,">= 2.8.0, < 2.8.50"
symfony/framework-bundle,COMPOSER,MODERATE,CVE-2019-10909,GHSA-g996-q5r8-w7g2,Escape validation messages in the PHP templating engine,2019-11-12 23:00:53,2019-12-01 17:58:09,2.7.51,">= 2.7.0, < 2.7.51"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8233,GHSA-fm68-89m8-4gjj,Unauthenticated user can inject arbitrary JavaScript code as a result of sanitization engine ignoring HTML comments,2019-11-12 22:59:47,2019-11-15 20:22:08,2.3.3,">= 2.3, < 2.3.3"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8233,GHSA-fm68-89m8-4gjj,Unauthenticated user can inject arbitrary JavaScript code as a result of sanitization engine ignoring HTML comments,2019-11-12 22:59:47,2019-11-15 20:22:08,2.2.10,">= 2.2, < 2.2.10"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8145,GHSA-xv69-f7x5-r4qw,Authenticated user can inject arbitrary JavaScript code into the attribute set name when listing the products,2019-11-12 22:59:43,2019-11-15 20:13:17,2.3.3,">= 2.3, < 2.3.3"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8145,GHSA-xv69-f7x5-r4qw,Authenticated user can inject arbitrary JavaScript code into the attribute set name when listing the products,2019-11-12 22:59:43,2019-11-15 20:13:17,2.2.10,">= 2.2, < 2.2.10"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8133,GHSA-62fx-3v4f-mwxm,User with privileges to generate sitemaps can bypass configuration that restricts directory access,2019-11-12 22:59:40,2019-11-15 20:14:01,2.3.3,">= 2.3, < 2.3.3"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8133,GHSA-62fx-3v4f-mwxm,User with privileges to generate sitemaps can bypass configuration that restricts directory access,2019-11-12 22:59:40,2019-11-15 20:14:01,2.2.10,">= 2.2, < 2.2.10"
magento/community-edition,COMPOSER,HIGH,CVE-2019-8135,GHSA-3q5x-7mxp-rp6j,Remote code execution possible via service identifiers derived from user controlled data,2019-11-12 22:59:32,2019-11-15 20:15:46,2.3.3,">= 2.3, < 2.3.3"
magento/community-edition,COMPOSER,HIGH,CVE-2019-8135,GHSA-3q5x-7mxp-rp6j,Remote code execution possible via service identifiers derived from user controlled data,2019-11-12 22:59:32,2019-11-15 20:15:46,2.2.10,">= 2.2, < 2.2.10"
magento/community-edition,COMPOSER,HIGH,CVE-2019-8121,GHSA-89ch-hqf9-rgp3,Outdated versions of JS libraries used with known security vulnerabilities,2019-11-12 22:59:28,2019-11-15 20:11:31,2.3.3,">= 2.3, < 2.3.3"
magento/community-edition,COMPOSER,HIGH,CVE-2019-8121,GHSA-89ch-hqf9-rgp3,Outdated versions of JS libraries used with known security vulnerabilities,2019-11-12 22:59:28,2019-11-15 20:11:31,2.2.10,">= 2.2, < 2.2.10"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8126,GHSA-427g-2r83-3ccm,XML entity injection vulnerability possible via crafted document type definition,2019-11-12 22:59:24,2019-11-15 20:10:16,2.3.3,">= 2.3, < 2.3.3"
magento/community-edition,COMPOSER,MODERATE,CVE-2019-8126,GHSA-427g-2r83-3ccm,XML entity injection vulnerability possible via crafted document type definition,2019-11-12 22:59:24,2019-11-15 20:10:16,2.2.10,">= 2.2, < 2.2.10"
org.opencms:opencms-core,MAVEN,MODERATE,CVE-2019-13236,GHSA-7qqr-3pj3-q2f5,Multiple Reflected and Stored XSS issues in the management interface,2019-11-12 22:58:21,2019-11-13 17:01:06,11.0.1,< 11.0.1
org.opencms:opencms-core,MAVEN,MODERATE,CVE-2019-13235,GHSA-2p6p-v69p-9mm9,Moderate severity vulnerability that affects org.opencms:opencms-core,2019-11-12 22:58:16,2019-11-12 22:58:16,11.0.1,< 11.0.1
org.opencms:opencms-core,MAVEN,MODERATE,CVE-2019-13237,GHSA-36hf-6hp2-9g4c,Multiple resources vulnerable to Local File Inclusion that allow an attacker to access server resources,2019-11-12 22:58:14,2019-11-13 17:01:34,11.0.1,< 11.0.1
org.opencms:opencms-core,MAVEN,MODERATE,CVE-2019-13234,GHSA-fxp8-7h5w-h235,Moderate severity vulnerability that affects org.opencms:opencms-core,2019-11-12 22:58:11,2019-11-12 22:58:11,11.0.1,< 11.0.1
robrichards/xmlseclibs,COMPOSER,CRITICAL,CVE-2019-3465,GHSA-pqm6-cgwr-x6pf,Signature validation bypass in XmlSecLibs,2019-11-08 20:06:46,2020-09-22 22:04:43,3.0.4,">= 3.0.0, < 3.0.4"
robrichards/xmlseclibs,COMPOSER,CRITICAL,CVE-2019-3465,GHSA-pqm6-cgwr-x6pf,Signature validation bypass in XmlSecLibs,2019-11-08 20:06:46,2020-09-22 22:04:43,2.1.1,< 2.1.1
bagisto/bagisto,COMPOSER,MODERATE,CVE-2019-16403,GHSA-pwrf-q7h8-jjr7,Moderate severity vulnerability that affects bagisto/bagisto,2019-11-08 20:06:24,2019-11-08 20:06:24,0.1.5,< 0.1.5
getgrav/grav,COMPOSER,MODERATE,CVE-2019-16126,GHSA-6268-v434-45m5,Moderate severity vulnerability that affects getgrav/grav,2019-11-08 20:06:08,2019-11-08 20:06:08,1.7.0-beta.8,< 1.7.0-beta.8
cesnet/simplesamlphp-module-proxystatistics,COMPOSER,MODERATE,CVE-2019-15537,GHSA-852q-xxj4-x2rx,Moderate severity vulnerability that affects cesnet/simplesamlphp-module-proxystatistics,2019-11-08 20:05:45,2019-11-08 20:05:46,3.1.0,< 3.1.0
dolibarr/dolibarr,COMPOSER,MODERATE,CVE-2019-16197,GHSA-m553-9wmx-533h,Moderate severity vulnerability that affects dolibarr/dolibarr,2019-11-08 20:05:31,2019-11-08 20:05:31,10.0.2,< 10.0.2
@cubejs-backend/api-gateway,NPM,HIGH,,GHSA-4j6x-w426-6rc6,Default Express middleware security check is ignored in production,2019-11-08 17:31:17,2019-11-08 17:31:17,0.11.17,">= 0.11.0, <= 0.11.16"
org.apache.cxf:cxf,MAVEN,MODERATE,CVE-2019-12406,GHSA-58p8-9g59-q2hr,Potential DOS attack due to unrestricted attachment count in messages,2019-11-08 17:15:11,2021-01-08 21:35:04,3.3.4,">= 3.3.0, < 3.3.4"
org.apache.cxf:cxf,MAVEN,MODERATE,CVE-2019-12406,GHSA-58p8-9g59-q2hr,Potential DOS attack due to unrestricted attachment count in messages,2019-11-08 17:15:11,2021-01-08 21:35:04,3.2.11,< 3.2.11
org.apache.cxf:cxf,MAVEN,HIGH,CVE-2019-12419,GHSA-cw6w-q88j-6mqf,Potential session hijack in Apache CXF ,2019-11-08 17:12:59,2021-01-08 21:32:18,3.3.4,">= 3.3.0, < 3.3.4"
org.apache.cxf:cxf,MAVEN,HIGH,CVE-2019-12419,GHSA-cw6w-q88j-6mqf,Potential session hijack in Apache CXF ,2019-11-08 17:12:59,2021-01-08 21:32:18,3.2.11,< 3.2.11
notebook,PIP,MODERATE,CVE-2018-21030,GHSA-jqwc-jm56-wcwj,Potential XSS in Jupyter Notebook,2019-11-08 17:07:42,2019-11-08 17:10:05,5.5.0,< 5.5.0
sequelize,NPM,HIGH,CVE-2019-10749,GHSA-2598-2f59-rmhq,SQL Injection in sequelize,2019-11-08 17:05:17,2020-08-31 18:44:21,3.35.1,< 3.35.1
bolt/bolt,COMPOSER,MODERATE,CVE-2019-15485,GHSA-cj8p-53v9-2c26,Moderate severity vulnerability that affects bolt/bolt,2019-11-08 15:28:11,2019-11-08 15:28:11,3.6.10,< 3.6.10
sequelize,NPM,HIGH,CVE-2019-10748,GHSA-j9xp-92vc-559j,SQL Injection in sequelize,2019-11-06 17:11:10,2020-08-31 18:44:21,5.8.11,">= 5.0.0, < 5.8.11"
sequelize,NPM,HIGH,CVE-2019-10748,GHSA-j9xp-92vc-559j,SQL Injection in sequelize,2019-11-06 17:11:10,2020-08-31 18:44:21,4.44.3,">= 4.0.0, < 4.44.3"
sequelize,NPM,HIGH,CVE-2019-10748,GHSA-j9xp-92vc-559j,SQL Injection in sequelize,2019-11-06 17:11:10,2020-08-31 18:44:21,3.35.1,< 3.35.1
org.pac4j:pac4j-saml,MAVEN,LOW,CVE-2019-10755,GHSA-rc75-cf5c-mxvh,Generated SAML identifier predictable due to algorithm used not being cryptographically strong,2019-11-06 17:06:28,2019-11-06 17:54:28,3.8.2,< 3.8.2
loofah,RUBYGEMS,LOW,CVE-2019-15587,GHSA-c3gv-9cxf-6f57,Cross-site Scripting in Loofah,2019-11-05 23:58:25,2021-01-08 20:40:07,2.3.1,< 2.3.1
com.fasterxml.jackson.core:jackson-databind,MAVEN,MODERATE,CVE-2019-16942,GHSA-mx7p-6679-8g3q,Polymorphic Typing in FasterXML jackson-databind,2019-10-28 20:51:15,2020-07-27 22:05:47,2.9.10.1,< 2.9.10.1
sequelize,NPM,HIGH,CVE-2019-10752,GHSA-m9jw-237r-gvfv,SQL Injection in sequelize,2019-10-25 19:43:16,2020-08-31 18:48:59,5.15.1,">= 5.0.0, < 5.15.1"
sequelize,NPM,HIGH,CVE-2019-10752,GHSA-m9jw-237r-gvfv,SQL Injection in sequelize,2019-10-25 19:43:16,2020-08-31 18:48:59,4.44.3,< 4.44.3
org.apache.nifi:nifi-framework-cluster-protocol,MAVEN,MODERATE,CVE-2017-15703,GHSA-xwx6-vmj4-5rv8,Denial of service via deserialization attack in nifi,2019-10-25 19:42:50,2021-02-23 19:47:31,1.5.0,< 1.5.0
node-red-dashboard,NPM,MODERATE,CVE-2019-10756,GHSA-xg59-m7wx-853q,Cross site scripting possible due to bypassed input sanitization,2019-10-25 19:41:24,2019-11-01 17:09:09,2.17.0,< 2.17.0
graphite-web,PIP,HIGH,CVE-2017-18638,GHSA-vfj6-275q-4pvm,graphite.composer.views.send_email vulnerable to SSRF,2019-10-25 13:55:20,2020-06-03 23:34:39,1.1.6,< 1.1.6
Auth0.AuthenticationApi,NUGET,MODERATE,CVE-2019-16929,GHSA-c9cg-q8r2-xvjq,Incorrect access control due to IdentityTokenValidator performing limited token validation,2019-10-24 20:56:12,2019-11-01 17:06:48,6.5.3,">= 5.8.0, < 6.5.3"
unoconv,PIP,MODERATE,CVE-2019-17400,GHSA-27p5-7cw6-m45h,Mishandled untrusted pathnames could lead to SSRF and local file inclusion,2019-10-24 20:46:54,2019-11-01 17:03:50,0.9.0,< 0.9.0
io.projectreactor.netty:reactor-netty,MAVEN,MODERATE,CVE-2019-11284,GHSA-j52r-xc68-q8f4,Authorization headers passed through redirects,2019-10-23 14:14:32,2019-10-24 20:41:14,0.8.11,< 0.8.11
mongoose,NPM,MODERATE,CVE-2019-17426,GHSA-8687-vv9j-hgph,Access control bypass possible due to _bsontype attribute handling,2019-10-22 20:19:54,2019-11-04 19:34:20,5.7.5,< 5.7.5
pillow,PIP,LOW,CVE-2019-16865,GHSA-j7mj-748x-7p78,DOS attack in Pillow when processing specially crafted image files,2019-10-22 14:40:42,2019-12-03 18:35:45,6.2.0,< 6.2.0
haml,RUBYGEMS,MODERATE,CVE-2017-1002201,GHSA-r53w-g4xm-3gc6,Cross-site scripting in Haml,2019-10-21 21:59:13,2020-07-29 16:28:33,5.0.0,< 5.0.0
realms-shim,NPM,CRITICAL,,GHSA-7cg8-pq9v-x98q,Sandbox Breakout in realms-shim,2019-10-21 21:58:55,2020-08-31 18:51:20,1.2.1,< 1.2.1
safer-eval,NPM,HIGH,CVE-2019-10759,GHSA-r3x4-wr4h-pw33,Sandbox Breakout / Arbitrary Code Execution in safer-eval,2019-10-21 21:58:34,2020-08-31 18:44:28,1.3.4,< 1.3.4
knex,NPM,HIGH,CVE-2019-10757,GHSA-58v4-qwx5-7f59,SQL injection attack via malicious query possible due to incorrectly escaped identifiers in MSSQL dialect,2019-10-21 16:12:13,2019-10-22 20:42:15,0.19.5,< 0.19.5
io.ratpack:ratpack-core,MAVEN,MODERATE,CVE-2019-17513,GHSA-mvqp-q37c-wf9j,Moderate severity vulnerability that affects io.ratpack:ratpack-core,2019-10-21 16:08:43,2020-09-22 22:04:44,1.7.5,< 1.7.5
renovate,NPM,MODERATE,,GHSA-v7x3-7hw7-pcjg,Moderate severity vulnerability that affects renovate,2019-10-21 16:02:33,2019-10-21 16:02:33,19.38.7,< 19.38.7
safer-eval,NPM,HIGH,CVE-2019-10760,GHSA-hgch-jjmr-gp7w,Sandbox Breakout / Arbitrary Code Execution in safer-eval,2019-10-17 18:27:30,2020-08-31 18:35:47,1.3.2,< 1.3.2
org.bouncycastle:bcprov-jdk14,MAVEN,MODERATE,CVE-2019-17359,GHSA-2mh8-gx2m-mr75,Out-of-Memory Error in Bouncy Castle Crypto,2019-10-17 18:15:16,2021-01-22 17:43:10,1.64,= 1.63
com.nimbusds:nimbus-jose-jwt,MAVEN,MODERATE,CVE-2019-17195,GHSA-f6vf-pq8c-69m4,Crash or authentication bypass possible due to uncaught exceptions while parsing a JWT,2019-10-16 18:31:17,2019-11-14 14:25:46,7.9,< 7.9
csv-parse,NPM,HIGH,CVE-2019-17592,GHSA-582f-p4pg-xc74,Regular Expression Denial of Service in csv-parse,2019-10-15 20:06:16,2020-08-31 18:49:53,4.4.6,< 4.4.6
swagger-ui,NPM,HIGH,CVE-2019-17495,GHSA-c427-hjc3-wrfw,CSS-based input field value exfiltration possible via relative path overwrite,2019-10-15 19:27:05,2019-11-04 19:33:30,3.23.11,< 3.23.11
netaddr,RUBYGEMS,HIGH,CVE-2019-17383,GHSA-49pj-69vf-c689,gem install may result in 0777 permissions on the target filesystem,2019-10-14 21:43:19,2019-11-04 19:32:28,2.0.4,< 2.0.4
api-platform/core,COMPOSER,MODERATE,CVE-2019-1000011,GHSA-974j-wjxx-wggj,Moderate severity vulnerability that affects api-platform/core,2019-10-14 21:23:26,2020-11-18 01:10:43,2.3.6,">= 2.3.0, < 2.3.6"
api-platform/core,COMPOSER,MODERATE,CVE-2019-1000011,GHSA-974j-wjxx-wggj,Moderate severity vulnerability that affects api-platform/core,2019-10-14 21:23:26,2020-11-18 01:10:43,2.2.10,">= 2.2.0, < 2.2.10"
yii2mod/yii2-cms,COMPOSER,MODERATE,CVE-2019-16130,GHSA-rfh8-25h9-mhgf,XSS possible via a name field to /contact.html,2019-10-14 21:12:08,2019-11-06 18:18:46,1.9.2,< 1.9.2
librenms/librenms,COMPOSER,MODERATE,CVE-2019-10671,GHSA-g9xh-3w5g-229r,SQL injection possible via user supplied input within database queries ,2019-10-11 18:43:33,2019-11-06 18:16:39,1.50.1,< 1.50.1
librenms/librenms,COMPOSER,HIGH,CVE-2019-12465,GHSA-878x-85hc-gc4g,SQL injection possible due to term parameter being used insecurely in a database query,2019-10-11 18:43:29,2019-11-06 18:17:30,1.53,< 1.53
librenms/librenms,COMPOSER,MODERATE,CVE-2019-12464,GHSA-r336-jxfr-4c3c,Directory traversal attack possible leading to code execution from local file inclusion,2019-10-11 18:43:25,2019-11-06 18:13:48,1.53,< 1.53
librenms/librenms,COMPOSER,MODERATE,CVE-2019-10667,GHSA-f4hh-xxqh-wgpq,An attacker can fingerprint the exact code version installed and disclose local file paths,2019-10-11 18:43:20,2019-11-06 18:15:12,1.50.1,< 1.50.1
librenms/librenms,COMPOSER,HIGH,CVE-2019-12463,GHSA-w5r2-gvgf-mpm8,User supplied input not sufficiently validated or encoded,2019-10-11 18:43:13,2019-11-06 18:10:39,1.53,">= 1.50.1, < 1.53"
librenms/librenms,COMPOSER,MODERATE,CVE-2019-10668,GHSA-277v-gwfr-hmpj,Authentication checks not enforced in several scripts,2019-10-11 18:43:06,2019-11-06 18:11:40,1.50.1,< 1.50.1
org.apache.jspwiki:jspwiki-war,MAVEN,MODERATE,CVE-2019-12404,GHSA-7qmg-qg53-mrp8,XSS vulnerability possible via a carefully crafted plugin link invocation,2019-10-11 18:41:59,2019-11-06 18:20:02,2.11.0.M5,">= 2.9.0, < 2.11.0.M5"
org.apache.jspwiki:jspwiki-war,MAVEN,MODERATE,CVE-2019-10089,GHSA-3rx2-x6mx-grj3,XSS vulnerability possible via a carefully crafted plugin link invocation,2019-10-11 18:41:54,2019-11-06 18:20:24,2.11.0.M5,">= 2.9.0, < 2.11.0.M5"
